Id,X,Y
1684303,712400,7206200
1982952,712200,7206400
2101767,711800,7206600
2120915,711800,7206600
2125262,711800,7206600
2226103,712400,7206200
2347128,711200,7206600
2500011,711200,7206600
2536240,712200,7206400
2560770,711200,7206600
2623527,712200,7206400
2651633,712400,7206200
2733506,712200,7206400
2868808,712200,7206400
2927947,711800,7206600
3007015,711200,7206600
3183742,711200,7206600
3273274,711200,7206600
3315340,711200,7206600
3326641,711200,7206600
3386395,712200,7206400
3431588,711800,7206600
3437904,712200,7206400
3532096,711800,7206600
3803590,711200,7206600
325914,712100,7206500
1225798,712500,7206100
2306122,712100,7206500
2314877,712100,7206500
2576349,712500,7206100
3782467,712500,7206100
123036,711100,7206600
390382,711100,7206600
885208,711100,7206600
970558,711100,7206600
999139,711900,7206600
1009361,711100,7206600
1082160,711100,7206600
1450899,712600,7205900
1919460,711100,7206600
2325524,711100,7206600
2540928,711900,7206600
3263668,711100,7206600
3729907,711900,7206600
3828483,711900,7206600
88716,711500,7206700
473883,711500,7206700
1354066,711500,7206700
1417128,711500,7206700
1943453,711500,7206700
3364282,711500,7206700
3801637,711500,7206700
1089283,711600,7206700
1969427,711600,7206700
2336918,711600,7206700
2766331,711600,7206700
3153710,711600,7206700
3348198,711600,7206700
3570426,711600,7206700
1534244,712000,7206600
1546949,712000,7206600
3075179,712000,7206600
3396157,712000,7206600
3813814,712000,7206600
62599,711300,7206700
427555,711300,7206700
708626,711700,7206700
966965,711700,7206700
1050797,711700,7206700
1309944,711700,7206700
1548882,711700,7206700
1790109,711300,7206700
1807048,711700,7206700
2137009,711300,7206700
2271465,711300,7206700
2464074,711700,7206700
2551599,711300,7206700
2746867,711700,7206700
2810943,711300,7206700
148282,711200,7206700
316079,711800,7206700
2192296,711200,7206700
2392710,711800,7206700
2696946,711200,7206700
106908,712100,7206600
724020,712100,7206600
1008808,711100,7206700
1899203,711100,7206700
2053807,712700,7205900
2211027,711100,7206700
3020468,711100,7206700
1955324,711500,7206800
193769,711600,7206800
553569,711400,7206800
695222,711400,7206800
1137686,711600,7206800
1197068,711400,7206800
1375964,712200,7206600
1708821,711600,7206800
1831769,711400,7206800
1874767,712200,7206600
2003504,712200,7206600
2738477,711400,7206800
2820768,711600,7206800
2881688,711400,7206800
3215987,711600,7206800
3467738,711400,7206800
3637002,711600,7206800
3724138,711600,7206800
410198,711300,7206800
883110,711300,7206800
1610067,711300,7206800
2093201,711300,7206800
2252653,711700,7206800
2442059,711300,7206800
3617554,711300,7206800
3622905,711300,7206800
3810503,711300,7206800
3813690,711700,7206800
1215757,712100,7206700
2136138,712100,7206700
2800199,712100,7206700
3222389,712100,7206700
22487,711500,7206900
34957,711500,7206900
238158,711500,7206900
312361,711500,7206900
506506,711500,7206900
777940,711500,7206900
1113753,711500,7206900
1277232,711500,7206900
1304626,711500,7206900
1437068,711500,7206900
1579617,711500,7206900
1903625,711500,7206900
2081151,711500,7206900
2329642,711500,7206900
2398362,711500,7206900
2760658,711500,7206900
2861826,711500,7206900
2967015,711500,7206900
2987512,711500,7206900
3036736,711500,7206900
3128754,711500,7206900
3189211,711500,7206900
3195256,711500,7206900
3245761,711500,7206900
3269973,711500,7206900
3297121,711500,7206900
3344554,711500,7206900
3771187,711500,7206900
3780790,711500,7206900
3782861,711500,7206900
62894,712900,7205600
255526,711400,7206900
451449,711400,7206900
736362,711400,7206900
995514,711400,7206900
3052495,712900,7205600
3492262,711400,7206900
12305,711300,7206900
329319,711300,7206900
1817500,711300,7206900
3084318,711300,7206900
224562,711100,7207000
420493,711100,7207000
3202918,711100,7207000
1234754,710500,7204300
2812224,711000,7207000
586496,710500,7204200
623308,710500,7204200
3197553,710500,7204200
9703,710800,7207000
310494,710800,7207000
1001547,710800,7207000
1068317,710800,7207000
1743223,710800,7207000
12771,713100,7206000
1227699,711000,7207100
2190252,711000,7207100
2563201,711000,7207100
201944,710700,7207000
1419518,710700,7207000
3321579,710700,7207000
134639,710900,7203900
1751085,710900,7203900
1093885,710600,7207000
2057801,710600,7207000
2122800,710600,7207000
2616357,710600,7207000
2981838,710600,7207000
3125991,710600,7207000
3359096,710600,7207000
3822392,710600,7207000
2215321,711000,7207200
2974577,711000,7207200
1248323,710400,7204100
558437,710700,7203900
2456361,710900,7203800
882129,711000,7203700
1349939,711000,7203700
3090038,713300,7206000
3274749,713300,7206000
1531743,710900,7203700
2756311,710900,7203700
1243591,710800,7203700
289972,713400,7206000
2661984,713400,7206100
2089523,711000,7203500
3037551,711000,7203500
2759248,713200,7204300
3683335,713200,7204300
3136110,710900,7203500
3032988,713600,7205900
3080240,710500,7207400
3718158,710500,7207400
2701426,710400,7207400
3512083,710000,7207200
922905,713900,7205800
1371881,713900,7205800
1955353,714000,7205700
2441703,714000,7205700
2250380,710100,7207900
1410926,709900,7207900
2841586,709900,7207900
3445352,709900,7207900
1461911,714400,7205500
2164712,714400,7205500
1284616,709800,7207900
1534973,709500,7207700
2444278,709500,7207700
683959,714500,7205300
2461534,709800,7208000
1192773,709900,7202900
434507,711300,7202400
1010429,711200,7202400
1084125,711200,7202400
2795574,709900,7202800
931835,711300,7202300
1290893,711300,7202300
3514878,711300,7202300
992983,709600,7208100
1117899,709600,7208100
29526,709100,7207900
1656440,709100,7207900
446471,711600,7202100
2763439,711600,7202100
111799,711200,7209000
2204439,711200,7209000
553927,715000,7205100
2919708,715000,7205100
95724,708900,7208000
508930,708900,7208000
1595483,708900,7208000
1997456,708900,7208000
960482,712500,7202000
2378455,708800,7208000
1934386,708400,7207600
2658229,708400,7207600
2392000,708700,7208000
1755143,714900,7203900
3190268,714900,7203900
53527,708700,7208100
902002,709200,7202300
2343466,709200,7202300
1095756,711700,7209500
3735591,711600,7209700
956183,708400,7208400
653048,713500,7209300
3210037,713500,7209300
3185820,708300,7208500
193220,711600,7209900
1904391,713600,7209500
3515302,713600,7209500
3142553,713800,7209400
3381974,707300,7203800
691,708100,7208600
2849717,708100,7208600
3669642,707700,7208100
181513,708000,7208700
2560037,708000,7208700
2812817,707000,7207200
833901,707900,7208700
2505519,707900,7208700
2704433,706900,7207100
3702558,706900,7207100
2037542,706700,7207100
908323,706700,7207200
1246581,706700,7207200
1753669,706700,7207200
2515365,706500,7207200
3792263,706500,7207200
906935,709000,7210200
3809615,713400,7200500
487046,709200,7210400
2879717,709200,7210400
495655,715600,7209100
2641519,706500,7207700
1765789,706500,7207800
1055548,707700,7201500
1134866,707700,7201500
647406,715600,7209300
1050560,715600,7209300
2077768,715600,7209300
704607,715500,7209500
2612390,715500,7209500
107010,712000,7211200
106129,707900,7210000
2177480,705500,7204600
960318,715800,7209800
3162539,715800,7209800
3287194,711900,7199400
437651,706700,7209300
529782,706700,7209300
3316885,706700,7209300
3844909,706700,7209300
277834,706800,7209500
3699952,706800,7209500
2353229,706700,7209400
2566553,706700,7209400
3385535,706700,7209400
229514,707100,7209900
1312262,706800,7209600
8877,706700,7209500
3241687,705400,7203500
2715382,706800,7209900
807110,706700,7209800
853785,706700,7209800
1222164,706700,7209800
2182361,706700,7209800
2727107,706400,7209500
667095,706600,7209800
2419024,706600,7209800
18777,706500,7209700
1010000,706500,7209700
2131927,706400,7209600
2692376,706400,7209600
2686326,706300,7209500
1007960,706200,7209400
1162234,706200,7209400
312125,706500,7209800
856705,706500,7209800
919726,706500,7209800
1127980,706500,7209800
1412397,706500,7209800
1557864,706500,7209800
293284,706300,7209600
928282,706300,7209600
1647032,706300,7209600
1994298,706300,7209600
2177097,706300,7209600
3600995,706300,7209600
3762181,706300,7209600
3129775,706500,7210000
347810,706300,7209800
657932,706300,7209800
883044,706300,7209800
1073296,706300,7209800
1503378,706200,7209700
2816238,706200,7209700
3060009,706200,7209700
830930,717800,7202500
3330774,717800,7202500
1705710,708400,7199200
2805581,708400,7199200
1067161,718400,7204000
2356968,718400,7204000
2312574,705800,7209900
2839552,705800,7209900
31054,717100,7210100
1487281,717100,7210400
1256854,717100,7210500
2027650,717200,7210400
3653007,717200,7210400
1369783,717300,7210300
1456522,717300,7210300
1540034,717400,7210200
574195,717700,7210200
1892638,717700,7210200
3368848,718800,7208300
752175,705200,7210600
1169712,705200,7210600
654704,705100,7210600
1849579,705100,7210600
2831642,705100,7210600
3011542,718200,7210200
3137599,718200,7210200
326896,705100,7210700
3733869,705000,7210600
860726,704100,7209200
270779,705000,7210800
307475,704900,7210700
2364100,718400,7210300
302637,719000,7209600
1031538,719000,7209600
2859328,719000,7209600
227925,719200,7209500
3018259,719200,7209500
1313445,713900,7213900
120247,706400,7198300
3208844,706400,7198300
2695018,719000,7210300
24881,710700,7214500
1783666,710700,7214500
3725283,710700,7214500
1299416,719300,7210200
1981226,719300,7210200
2104017,719300,7210200
1564122,710800,7214600
2212711,710800,7214600
3215934,710800,7214600
3390448,719300,7210300
380343,710900,7214700
1301731,710900,7214700
3473822,708500,7214300
1853517,704400,7211600
1976109,704400,7211600
938253,710300,7215200
1236549,710300,7215200
522861,704000,7211900
435642,720800,7209500
1022199,720800,7209500
1452588,720800,7209500
1507758,720800,7209500
2978475,720800,7209500
2512418,704200,7212900
2904947,704200,7212900
902796,704100,7213000
2715351,704100,7213000
1572147,721500,7209300
2173576,721500,7209300
757927,701600,7210000
1096947,701600,7210000
1119544,701600,7210000
2112983,701600,7210000
1158839,722400,7205900
3649191,722400,7205900
1592751,721700,7209400
2574478,721700,7209400
1521114,701500,7210000
2010763,701500,7210000
2959926,701500,7210000
717373,703000,7212800
1167450,703100,7213100
1369431,722700,7203600
3287953,722900,7204900
5359,722800,7203600
940656,722800,7203600
2230628,722800,7203100
3455048,722800,7203100
2359292,712700,7217000
3621054,712700,7217000
2685002,721300,7199200
2359509,722800,7202300
555081,722800,7202200
286371,723000,7202900
1357844,723000,7202900
2351166,723000,7202900
2821227,723000,7202900
2900825,722600,7201500
322757,719900,7213800
874072,719900,7213800
538455,722900,7202100
641676,722900,7202100
124098,723100,7202800
460257,723100,7202800
1833993,723100,7202800
3374261,723100,7202800
3838261,723100,7202800
85782,702900,7213800
1699691,702900,7213800
3002579,723000,7202100
3164202,723000,7202100
3320306,700300,7209900
2133867,723500,7204300
3737614,723500,7204300
461439,723100,7202200
2526522,723100,7202200
2168509,699500,7204200
1063997,717900,7216000
2041140,700100,7210200
3596467,700100,7210200
2684919,722500,7199800
785935,722600,7199600
1456463,722600,7199600
711771,722800,7211400
2564131,722800,7211400
777167,722900,7211300
3484472,722800,7211700
2086419,722000,7213000
1162477,709300,7192700
3086737,709300,7192700
2016207,721500,7213900
2352582,721500,7213900
3623809,721500,7213900
802566,717400,7217200
1517404,717400,7217200
3299324,717400,7217200
1846435,722200,7213100
3252561,722200,7213100
1896171,721600,7213900
2724495,721600,7213900
53947,722200,7213200
1056652,722200,7213200
1980927,722200,7213200
2804803,722200,7213200
3504341,722200,7213200
3684024,722200,7213200
314423,717400,7217300
2233561,717200,7217400
3626078,709200,7192500
1972342,721700,7213900
3556650,721800,7213800
2160966,722200,7213300
3476436,722200,7213300
612347,709300,7192400
2299965,709300,7192400
2627456,721800,7213900
3257711,721800,7213900
25579,709200,7192400
265095,722200,7213400
1867510,709200,7192400
1883283,722200,7213400
680559,722300,7213300
1449875,722300,7213300
301867,722000,7213700
2221643,722000,7213700
3323095,717500,7217400
3373233,717500,7217400
2231687,722200,7213500
2987446,722200,7213500
2799418,709400,7192300
3052021,709400,7192300
1794845,722300,7213400
2544272,722300,7213400
843245,722100,7213700
2002755,722100,7213700
2696468,722100,7213700
2748979,722100,7213700
189449,709800,7192200
1043829,709800,7192200
2753031,709800,7192200
3231010,722200,7213600
3543156,722200,7213600
2757307,709700,7192200
2349918,709600,7192200
1711003,722300,7213500
2002725,722300,7213500
1015646,709500,7192200
894539,709800,7192100
632912,709700,7192100
1387892,709700,7192100
562666,722300,7213700
2720605,722300,7213700
1807727,710100,7192000
823760,710600,7191800
3261235,722600,7213600
1046743,710300,7191800
1215802,710300,7191800
1210895,710200,7191800
1085295,709100,7191900
3339859,709100,7191900
2398635,725000,7202100
3671639,725000,7202100
3512986,725200,7202300
2667524,710600,7191400
91781,710600,7191300
3264471,710600,7191300
2369341,724900,7211500
3615662,708700,7220100
1650558,725900,7200800
1671699,725900,7200800
3134709,707300,7190800
2465513,721600,7193900
3547329,721000,7192400
107812,720000,7191300
1240412,704600,7220700
1803445,721100,7191700
2138146,721100,7191700
2898273,721100,7191700
760270,720900,7191300
1947739,720900,7191300
2276274,720900,7191300
3558646,720900,7191300
1906117,720900,7191200
1583582,695000,7210200
2167929,695000,7210200
2478183,695000,7210200
3046219,695000,7210200
1650662,721000,7191100
1406554,707400,7222300
2174604,723500,7218100
3386249,697600,7216000
2376016,697200,7216100
961832,696300,7215400
1839280,696300,7215400
37136,696300,7215500
1646787,696300,7215500
2089921,696300,7215500
2808077,696300,7215500
2715428,696200,7215400
2071557,696200,7215700
2685651,701700,7189800
1992009,696100,7215800
3100656,701600,7189800
469845,696000,7215800
780603,707300,7223700
1582110,707300,7223700
1929585,707500,7223800
886633,707000,7223700
717516,706900,7223900
1744756,706700,7224000
3353557,706700,7224000
3839532,727000,7216700
2372145,692800,7209700
111893,695200,7215600
145020,695200,7215600
210600,727800,7215600
926890,695200,7215600
2894064,727700,7215900
3521803,727700,7215900
2167890,695100,7215600
2580628,692400,7208000
3144341,692400,7208000
3240636,692400,7208000
2220103,692400,7208100
2385835,722900,7221200
3577017,727900,7215900
2796194,727800,7216100
3738047,727800,7216100
1366478,728000,7215800
2383788,728000,7215800
1764549,728200,7215500
3333148,728200,7215500
317681,728100,7215700
1303369,728100,7215700
2668960,692200,7208200
2820545,692200,7208200
3556443,728000,7215900
1722898,727700,7216400
2173488,728300,7215500
360446,728600,7215400
2845089,691900,7210200
1729721,731800,7207400
3263399,731800,7207400
1355678,710000,7226000
2635981,726900,7191600
1379157,732400,7207400
3753652,732400,7207400
2357101,722200,7223700
2394618,722200,7223700
2370804,721700,7224100
253384,732900,7206400
2081646,732900,7206400
1829014,733000,7205800
517854,733000,7205900
2722164,733000,7205900
441092,732200,7212100
1603739,732200,7212100
2511545,732300,7212100
2556212,732300,7212100
3199197,732300,7212100
2740753,732700,7200300
3457176,732300,7212200
3153318,732400,7211900
3004861,732400,7212000
479842,732400,7212100
1798631,732500,7211900
2511296,732600,7212000
2953782,732800,7211700
3764541,732800,7211700
1321706,733700,7204500
782789,731900,7214400
839390,731900,7214400
890588,732000,7214200
3726901,732900,7211700
1119772,733000,7211600
3675748,733000,7211600
1546174,732100,7214200
3569864,732100,7214200
3787835,734300,7204500
844233,705800,7183200
2678582,705600,7183200
2967689,705600,7183200
1642852,734600,7205200
3826346,734600,7205200
1037185,688000,7204900
987438,687800,7205500
1478169,687800,7205500
1503736,690600,7216900
1804846,735300,7204500
268962,690500,7216900
3418244,690500,7216900
3796934,690500,7216900
2331704,690400,7216800
1011030,691800,7219300
893978,690300,7216900
1593544,690300,7216900
2348101,690300,7216900
562591,690200,7216900
974575,690200,7216900
3452428,735100,7210900
2278349,690100,7216900
3481841,690100,7217000
3080430,731600,7191800
482259,701100,7227500
3651985,701100,7227500
1232335,689900,7217100
2133311,689900,7217100
2811806,689900,7217100
3059309,729200,7223100
829483,729000,7187700
2984252,688400,7215400
2145409,714100,7180500
2726287,687400,7214200
3492857,687400,7214200
656504,686800,7213700
174458,701700,7230000
1820958,701700,7230000
1251888,736700,7197500
2550730,736700,7197500
221315,733000,7221100
2165118,733000,7221100
3397024,737000,7197700
1212707,737100,7197600
1337344,737100,7197600
843919,702100,7230600
1890224,702100,7230600
2655579,702100,7230600
3799553,708100,7178600
39861,731200,7224200
2236027,731200,7224200
3796514,718500,7231800
258272,689400,7189600
349007,705500,7178900
3047603,726500,7228700
2274576,726900,7228500
1326889,727200,7228400
1784078,727200,7228400
3449955,727100,7228500
2058614,708100,7233100
861656,727300,7228400
2614944,727300,7228400
3659633,727300,7228400
3810750,727300,7228400
3258051,683700,7203500
2457666,727400,7228400
3577873,723000,7180100
1925294,733200,7223200
2846453,733200,7223200
1532693,722800,7179800
2044095,737800,7195500
2963869,737800,7195500
1487295,733400,7223300
1941632,730900,7226000
3139595,730900,7226000
1000561,727800,7228600
932150,725800,7229900
3031344,725800,7229900
1429529,683100,7203800
2338419,686800,7191100
3055759,686800,7191100
1992066,703600,7178000
603481,685500,7193200
3472569,725000,7230900
119244,738700,7194800
1452104,740700,7207400
771769,738700,7194700
3770392,738700,7194700
1313838,738700,7194600
2192403,738700,7194600
1453225,738800,7194700
1742289,738800,7194700
2578925,738800,7194700
466348,684700,7193300
785858,684700,7193300
966711,684700,7193300
1098211,684700,7193300
3558295,684700,7193300
582906,692500,7228000
806666,738900,7194700
3664604,738900,7194700
1184001,738900,7194600
2038070,684600,7193400
2795124,684600,7193400
1759152,684600,7193300
2452005,684600,7193300
2859524,741000,7207100
295293,738900,7194400
1480257,684500,7193400
1699426,738900,7194300
2373684,738900,7194300
2671047,738900,7194300
2795612,738900,7194300
1161368,739000,7194500
1623880,739000,7194500
542132,739200,7195000
796128,739200,7195000
2316651,739200,7195000
3606978,739200,7195000
3801093,739200,7195000
877345,707800,7176100
2453214,707800,7176100
1485186,739000,7194400
3449202,739000,7194400
1959685,739100,7194600
3659015,739100,7194600
3829240,739100,7194600
1819547,739000,7194300
