Id,X,Y
3785258,771900,7087000
1935208,685300,7075100
606241,612000,7117200
2921261,612000,7117200
1829729,610100,7119300
2860276,610100,7119300
971974,582800,7239400
1180040,579300,7220900
1534653,579300,7220900
3197083,579300,7220900
2104220,611500,7117600
396083,818300,7285000
412961,818300,7285000
2236339,818300,7285000
1611942,714800,7072400
222570,612200,7116800
3793916,612200,7116800
2533285,775100,7088500
961662,579200,7220800
2992,779400,7090900
1447529,779400,7090900
3845544,779400,7090900
2132152,713000,7072300
3774818,606100,7287000
154066,611500,7117400
1505009,611800,7117000
3666247,611800,7117000
3753751,611800,7117000
559314,713600,7072200
3655835,713600,7072200
1200677,631700,7312300
2705870,631700,7312300
1422115,581200,7233800
3384208,771900,7086600
1447750,818600,7285000
2521522,818600,7285000
480669,611700,7117000
2541038,611700,7117000
3578570,779100,7090500
620754,605500,7286500
279558,611300,7117400
569550,611300,7117400
2926715,612500,7116000
2833741,605400,7286500
326913,578900,7220900
2386805,578900,7220900
1558692,718700,7072200
3123286,578900,7221000
3202670,578900,7221000
1105388,617800,7110400
1237166,617800,7110400
2794792,775100,7088100
2636964,610600,7118000
2840616,610600,7118000
3645279,818600,7285300
3650709,818600,7285300
1384211,611100,7117400
2776025,578800,7220900
3338226,578800,7220900
769075,578800,7221000
1910291,578800,7221000
2929863,578800,7221000
3397292,578800,7221000
1322084,684200,7074700
833927,640100,7092500
1223739,605300,7286700
3536334,605300,7286700
514988,610600,7117800
1127580,610600,7117800
2985351,631600,7312700
3040617,605100,7286500
3726010,778400,7089700
696125,691200,7073300
564914,636200,7316100
753876,636200,7316100
733399,578400,7219300
163927,819400,7284700
797640,819400,7284700
1205134,819300,7284900
2140922,819300,7284900
3594924,578500,7220900
3585287,827600,7272200
3240774,578500,7221000
344826,819500,7284700
3289296,719500,7071800
3309041,719500,7071800
1107103,578400,7221000
1690032,578400,7221000
362022,819700,7284600
1517415,819700,7284600
1429617,771800,7085800
3237360,771800,7085800
1615182,772100,7085800
164123,577600,7215200
1527093,700400,7071700
2393479,774500,7086900
3572402,774500,7086900
116642,646000,7322800
367473,774500,7086800
1651587,774500,7086800
2724893,774500,7086800
1361062,632600,7314400
2571046,632600,7314400
3194148,672100,7076900
2253147,645500,7322700
3814137,645500,7322700
1002852,632600,7314500
2948747,632600,7314500
3726112,632600,7314500
353285,672200,7076800
2944866,645500,7322800
1931124,824400,7278900
3038781,820800,7284200
1342090,782100,7320200
2648041,782100,7320200
3501658,824300,7279100
1363494,774400,7086400
1729093,774400,7086400
86867,772100,7085200
1972884,772100,7085200
3783230,772100,7085200
365272,782100,7320300
377270,782100,7320300
2777063,701300,7071100
2782416,579800,7234400
1065115,576900,7195400
2271063,576900,7195400
2713964,577300,7221100
3533938,577300,7221100
1271553,716600,7070400
2742971,577200,7221100
1537865,821600,7284000
3409003,821600,7284000
3782474,777300,7087300
349990,576600,7216000
601799,577100,7221200
950098,577100,7221200
2615170,592300,7269700
1467683,683000,7073100
2798267,577000,7221400
3672544,634300,7316800
3360308,716300,7070100
2874825,683000,7073000
3397567,683000,7073000
2555549,591700,7269100
3808881,576200,7195500
1632831,591600,7269000
2304387,576500,7219500
243538,721300,7070100
308328,721300,7070100
2636543,721300,7070100
3391651,640800,7321400
2702216,823200,7282700
2571712,768000,7082000
2811260,768000,7082000
169265,822400,7283900
1114700,822400,7283900
1313833,576400,7219600
2489381,576400,7219600
1967439,768300,7082100
2723864,771900,7083800
156492,781300,7322100
3254533,674200,7074800
2491272,576300,7219600
3197164,822100,7284700
1740459,760000,7078400
1762204,591400,7269400
3120927,591400,7269400
271131,575800,7195700
3233376,575800,7195700
3395136,575800,7195700
639458,721400,7069800
1628812,575700,7195700
2497703,634800,7318000
3040775,634800,7318000
3746618,634800,7318000
3843203,783000,7321400
276278,774000,7084400
3144704,575900,7219400
2322513,774000,7084300
3294893,636800,7091400
3449083,636800,7091400
3103299,718800,7069300
1371932,575800,7219600
2304074,719500,7069300
2643754,719500,7069300
1297741,720200,7069200
1420940,720200,7069200
1153024,720300,7069200
2177345,676000,7073600
1494611,642600,7323500
3680598,642600,7323500
512658,666700,7076400
2114290,676500,7073400
1774669,676000,7073500
3640885,676000,7073500
2108571,676300,7073400
148807,613300,7110300
1837240,613300,7110300
2314390,613200,7110400
2560371,613200,7110400
2818610,613200,7110400
2194138,601500,7286800
2882363,824400,7282800
2579954,642400,7323600
2545578,676100,7073300
524271,601400,7286800
2436094,601400,7286800
3667974,757800,7076700
3783411,757800,7076700
47171,601300,7286700
800495,823500,7284200
1658151,823500,7284200
3019479,823500,7284200
3054747,823500,7284200
794509,758000,7076700
503918,703400,7068800
3196625,703400,7068800
1938525,823700,7284100
1528221,823900,7283900
3842962,613400,7109800
904266,613300,7109900
304191,718700,7068600
3664610,718700,7068600
883259,626300,7098100
1310816,613400,7109700
2081836,613400,7109700
2523380,719500,7068600
3814383,719500,7068600
1646184,704500,7068500
3211608,694300,7069400
2551736,695100,7069300
3121473,613300,7109700
1617702,652700,7329500
690951,613400,7109500
2648024,613400,7109500
1090882,674500,7073300
1918868,674500,7073300
2002551,674500,7073300
1030957,681100,7071600
279827,757800,7076200
1886734,694500,7069200
428664,681600,7071400
1996028,681600,7071400
2559687,681600,7071400
484768,586000,7149500
2204227,586000,7149500
337503,760000,7076900
3039583,760000,7076900
1942887,583900,7154400
3653547,682600,7071100
2672184,584100,7153800
899091,720600,7068300
3401336,720600,7068300
1908583,708900,7068000
2205352,680100,7071600
3177287,680100,7071600
307544,681800,7071200
3297330,681800,7071200
1081175,682600,7071000
375151,824300,7284300
1482501,824300,7284300
3314100,719200,7068100
293690,674600,7072900
2706226,674600,7072900
312998,682700,7070900
1027350,680000,7071500
46388,683600,7070700
1196286,683600,7070700
2514066,683600,7070700
3712398,683600,7070700
405879,613200,7109100
466997,578000,7239200
2344952,683900,7070600
2418909,683900,7070600
1473718,682900,7070800
2510818,716900,7067900
522510,683200,7070700
1124546,683200,7070700
2192885,612800,7109400
125011,693600,7068900
2005536,693600,7068900
2307846,672500,7073300
1810878,705400,7067800
2672843,706700,7067700
90602,716900,7067700
3210533,716900,7067700
1239888,691100,7069100
3490446,772500,7081800
2366082,719400,7067800
581653,613200,7108700
3405862,613200,7108700
3406276,716800,7067600
126885,758100,7075600
501305,716900,7067600
3374556,772700,7081800
3653287,772700,7081800
1935285,719400,7067700
3350958,719400,7067700
3770380,691000,7069000
3338181,692300,7068800
288072,573700,7197100
1836356,679900,7071100
3027899,676100,7072000
504948,691100,7068900
2647961,691100,7068900
2461158,693800,7068500
3249511,693800,7068500
3533926,573600,7197200
2240892,680800,7070800
1371968,690800,7068900
3694400,690800,7068900
882761,613100,7108500
2887289,613100,7108500
113823,825700,7283300
2524992,825700,7283300
1235701,695800,7068200
1575994,717000,7067400
2133051,717000,7067400
436975,691100,7068800
1016351,691100,7068800
2725602,691100,7068800
1935549,691000,7068800
3824313,691000,7068800
593322,774000,7082200
2503420,719800,7067500
2474017,691500,7068700
164874,690800,7068800
1085146,690800,7068800
1192668,690800,7068800
1923753,690800,7068800
2180383,675900,7071900
1867574,695900,7068100
831149,685900,7069600
1775552,685900,7069600
468774,825700,7283500
2830629,825700,7283500
926982,691200,7068700
1303627,691200,7068700
359916,691100,7068700
1144707,691100,7068700
1294226,717100,7067300
1880647,825600,7283700
2292045,825600,7283700
1719427,691000,7068700
2032849,691000,7068700
3397545,691000,7068700
2561792,690900,7068700
1533047,690800,7068700
2379246,690800,7068700
2958133,825100,7284500
2250211,826000,7283200
3205390,826000,7283200
2653532,687600,7069200
2833609,687600,7069200
3477512,689300,7068900
1884632,758200,7075200
3589812,758200,7075200
2586820,717200,7067200
3815520,691000,7068600
3821858,691000,7068600
1372226,708200,7067100
304855,690900,7068600
2313628,690900,7068600
3482766,690900,7068600
1228533,753900,7337300
413529,826100,7283200
1893455,826100,7283200
1657283,690700,7068600
1417692,689800,7068700
1663117,689800,7068700
3588321,826300,7283000
362345,691000,7068500
1546668,688400,7068900
25485,690900,7068500
222445,690800,7068500
1075879,690800,7068500
135843,689500,7068700
3152449,689500,7068700
1792911,690700,7068500
2603885,690700,7068500
2810329,695100,7067900
3637058,695100,7067900
191670,689300,7068700
2805824,689300,7068700
2592641,640400,7324500
964429,691000,7068400
2242599,691000,7068400
2955880,691000,7068400
1446187,690900,7068400
3766664,690900,7068400
1261310,690800,7068400
243530,720000,7067100
2058196,690900,7068300
2475544,690900,7068300
1748559,700300,7067200
3542305,700300,7067200
1645249,576900,7239300
2301689,576900,7239300
3372464,700300,7067100
869129,720100,7066900
50987,709100,7066600
2663508,700300,7067000
2386959,680200,7070100
662177,572600,7210200
497716,699100,7067000
1618600,699100,7067000
3132887,699600,7066900
692120,792000,7319000
2137214,688700,7068200
2684574,688700,7068200
3408057,689300,7068100
3814411,689300,7068100
1172890,768100,7078300
2755472,717000,7066300
3741063,717000,7066300
418623,713700,7066200
422918,688900,7068000
3601837,688900,7068000
1582706,718000,7066300
1773158,718000,7066300
3729164,697300,7066800
2275107,697600,7066700
3454737,575500,7174400
550450,572100,7198800
2190404,573600,7183900
2467903,724900,7344500
1503049,827000,7284000
959581,787000,7323000
251354,697800,7066500
1273758,697800,7066500
192855,697700,7066500
617295,790500,7320700
1808797,790500,7320700
1238523,786900,7323100
1686643,786900,7323100
1726923,710600,7065800
44339,748200,7070700
259323,790400,7320800
3613737,790400,7320800
2801418,772900,7080000
688491,639400,7325200
825628,571900,7199100
1269355,571900,7199100
196143,571900,7198800
1552087,571900,7198800
2732393,790500,7320800
2396579,749600,7071000
3202527,749600,7071000
361477,790400,7320900
427136,748200,7070600
2441356,748200,7070600
2295804,614500,7306200
2515171,614500,7306200
2083470,576000,7170800
1554016,790400,7321000
1974729,790400,7321000
3082072,786000,7323900
1111641,748200,7070500
2833395,748200,7070500
1842434,713200,7065600
1893335,713200,7065600
479267,575900,7171000
3740587,575900,7171000
2986345,827400,7283900
2321883,773000,7079800
2467129,773000,7079800
2978915,571700,7199200
495055,725100,7344800
1189370,725100,7344800
1274540,725100,7344800
3081052,725100,7344800
316164,748200,7070400
3369716,748200,7070400
127888,787500,7323100
392964,787500,7323100
171211,773000,7079700
1191827,773000,7079700
756560,788900,7322200
3448714,719600,7065700
43833,789500,7321800
3823063,789500,7321800
197582,571600,7199300
3256849,571600,7199300
1837936,698100,7066100
3171011,698100,7066100
2196098,725000,7344900
1109026,762100,7074900
2888631,762100,7074900
1847725,624800,7315500
53287,697700,7066100
2280967,575600,7171500
3393981,575600,7171500
475744,789800,7321700
195207,572800,7185600
909160,572800,7185600
2673745,827500,7284100
1083170,787400,7323300
1243218,787400,7323300
1316087,787400,7323300
2801730,725100,7345000
3817599,725100,7345000
1663763,786900,7323700
1370866,787100,7323600
1210280,719500,7065500
1876329,719500,7065500
2261424,762100,7074700
2731651,762100,7074700
217472,773100,7079500
822909,773100,7079500
510660,787000,7323700
850287,787000,7323700
3197893,787000,7323700
3231406,787000,7323700
3070266,725100,7345100
1552882,698700,7065800
2018039,762100,7074600
2547235,762100,7074600
2853375,762100,7074600
3019744,762100,7074600
933473,698800,7065700
405035,717400,7065200
3379684,717400,7065200
34439,762100,7074500
124715,762100,7074500
1023474,762100,7074500
2413197,762100,7074500
2447901,762100,7074500
3494834,762100,7074500
1918311,772900,7079200
1921149,572200,7223400
2424820,572200,7223400
928352,788600,7088100
221051,758100,7073000
1163058,758100,7073000
1689682,758100,7073000
1775331,758100,7073000
2302736,758100,7073000
2315965,758100,7073000
2769378,632300,7321500
2973440,632300,7321500
2403550,572400,7185800
568514,748700,7070000
803831,748700,7070000
1060774,748700,7070000
1332760,748700,7070000
1894306,748700,7070000
2046387,748700,7070000
2408079,748700,7070000
2552335,748700,7070000
2556929,748700,7070000
2645708,748700,7070000
3316505,748700,7070000
3350964,748700,7070000
1069231,758000,7072900
3689785,758000,7072900
2839276,758100,7072900
2920824,758100,7072900
332134,759500,7073300
898038,672700,7070300
1218376,672700,7070300
1801693,672700,7070300
785690,758200,7072800
2520169,758200,7072800
248954,724700,7345600
1646010,724700,7345600
957003,788700,7087800
1682517,788700,7087800
810460,672600,7070200
2761479,672600,7070200
2123731,724400,7345700
2815405,724400,7345700
63021,759700,7073200
551798,759700,7073200
2547696,672500,7070200
653054,717100,7064800
140150,788800,7087800
897761,788800,7087800
1622625,572000,7186300
1995857,572000,7186300
2718285,572000,7186300
3579378,572000,7186300
3817497,575000,7240100
2443528,724700,7345700
1148050,672800,7070100
1383132,672800,7070100
387497,750900,7070300
2833456,750900,7070300
2969108,750900,7070300
1861195,584900,7267200
810733,788700,7087700
3688169,788700,7087700
771897,672700,7070100
1052075,787500,7324100
2575467,787500,7324100
3395883,750700,7070200
507507,672900,7070000
3121857,672900,7070000
587701,716600,7064700
3637620,706100,7064700
2233241,672500,7070100
416566,724600,7345800
287201,571900,7186300
1688481,571900,7186300
2524691,571400,7221100
1111944,672600,7070000
3687181,672600,7070000
814941,571800,7186500
1030817,750800,7070100
1459571,706200,7064600
2054049,706200,7064600
1151874,672500,7070000
3669205,672500,7070000
3613937,706100,7064600
2372888,787300,7324400
3068455,724800,7345900
448603,671600,7070200
2257482,671600,7070200
756296,699700,7064900
2872791,699700,7064900
2259779,724500,7346000
3599872,724500,7346000
392950,768000,7076200
649868,768000,7076200
2364917,768000,7076200
2695870,717000,7064500
2537630,709900,7064400
1696827,788600,7087300
925670,571300,7221800
3172794,571300,7221800
135416,728800,7065400
252817,728800,7065400
923473,728800,7065400
1607025,728800,7065400
1963064,728800,7065400
2350673,728800,7065400
57574,671900,7070000
831247,671900,7070000
3372849,592900,7128900
388513,672500,7069800
563313,672500,7069800
790333,672500,7069800
1200190,672500,7069800
1587922,672500,7069800
1739627,682500,7067300
2860134,682500,7067300
207169,719200,7064500
1096871,729400,7065400
827886,788200,7086900
267029,576100,7245700
2461103,576100,7245700
846584,672300,7069800
947416,672300,7069800
1085259,728800,7065300
2229388,728800,7065300
485675,576100,7245800
1510703,759700,7072700
1818941,759700,7072700
3387929,632300,7322500
1409889,756900,7339300
2035876,756900,7339300
3075184,616700,7310300
3598157,616700,7310300
1808521,576000,7245800
2756906,700000,7064600
3182251,700000,7064600
475557,768000,7075900
2844745,768000,7075900
902263,718700,7064300
2717907,616700,7310400
2246788,576000,7245900
2290882,576000,7245900
3196252,716900,7064200
1711729,759800,7072500
3546596,759800,7072500
1419732,767400,7075500
1863490,767400,7075500
2718005,788700,7086900
394311,828600,7285000
3129742,828600,7285000
3654577,828600,7285000
1388794,788300,7086600
3671305,788300,7086600
519251,571600,7227100
1807209,571600,7227100
463890,787400,7325000
2172113,575900,7164800
1170127,575800,7165100
1238290,575800,7165100
3607021,575800,7246000
986410,767700,7075500
2771105,767700,7075500
2957535,575800,7164900
2968316,575800,7164900
2715,787400,7325100
1100874,787400,7325100
3548212,761600,7073000
1290823,760000,7072400
3092692,760000,7072400
1149826,706500,7063900
1407376,717000,7063900
2273617,717000,7063900
1847229,571400,7226800
796977,753000,7070000
1338124,672300,7069300
3464478,672300,7069300
3306064,575600,7245800
3526516,575600,7245800
619469,760000,7072300
450715,718600,7063900
1857277,718600,7063900
2119439,571300,7226600
52566,768100,7075500
756844,768100,7075500
1215686,631700,7322700
1910654,631700,7322700
2006153,788900,7086700
1250059,765300,7074300
2035796,765300,7074300
2109875,765300,7074300
2882224,765300,7074300
3205425,606400,7110300
302090,753000,7069900
3629000,753000,7069900
2673569,700500,7064100
949153,767300,7075100
2800733,767300,7075100
3806919,789300,7086900
1999728,760000,7072200
2521270,760000,7072200
2720273,760000,7072200
3415796,760000,7072200
643435,785700,7326400
1042082,785700,7326400
632205,672500,7069100
2009271,575600,7246300
2389088,575600,7246300
2989487,575600,7246300
472301,768600,7075600
2460855,575500,7246000
3577169,575500,7246000
2201014,717000,7063700
61085,760200,7072200
1683459,760200,7072200
3137090,760200,7072200
2634528,761600,7072700
2889810,761600,7072700
3166263,761600,7072700
3514074,761600,7072700
3693750,761600,7072700
1634585,752000,7069400
2229465,752000,7069400
2779485,785500,7326700
330411,579700,7258400
476233,579700,7258400
2290322,761600,7072600
3309902,761600,7072600
3336924,761600,7072600
3505375,761600,7072600
3672172,761600,7072600
3733657,761600,7072600
3537001,752000,7069300
3831189,759900,7071900
367545,766700,7074500
481514,766700,7074500
1271819,766700,7074500
3364554,766700,7074500
2351078,704800,7063500
3777355,704800,7063500
2487907,606100,7110100
3684354,638600,7327600
847277,768100,7075000
178734,765300,7073800
2351256,765300,7073800
3257208,765300,7073800
3414994,765300,7073800
880906,752000,7069100
2760284,752000,7069100
423213,765900,7074000
807131,765900,7074000
938238,765900,7074000
2239622,765900,7074000
2759526,765900,7074000
3271918,765900,7074000
3296888,765900,7074000
3325920,765900,7074000
1703040,789100,7086200
2110410,765300,7073700
2060968,700800,7063500
2264234,700800,7063500
3637936,712400,7063100
2327084,617300,7312300
762891,766700,7074200
1566157,765300,7073600
2411641,765300,7073600
2482588,765300,7073600
2981856,765300,7073600
3803599,642200,7330000
1331317,765900,7073800
3481339,765900,7073800
729708,716800,7063100
1042834,716800,7063100
1263953,716800,7063100
193498,766700,7074100
955822,766700,7074100
2506482,759800,7071400
1738575,573300,7170600
3392044,755700,7069900
3682024,755700,7069900
1809475,642200,7330200
2296028,789300,7085900
435683,642300,7330300
1442189,642300,7330300
177233,767200,7074100
3055790,767200,7074100
3539559,767200,7074100
3687845,767200,7074100
1613989,702400,7063000
499662,716900,7062800
1384234,762200,7072000
3720539,762200,7072000
2742875,717000,7062800
1604701,767200,7074000
1958909,767200,7074000
794435,789300,7085700
3084585,789300,7085700
2349689,717000,7062700
3177978,717000,7062700
2343399,612000,7102900
1552459,754900,7069300
3478668,765900,7073300
268576,612100,7102700
1457497,612100,7102700
2273946,754900,7069200
2597270,783900,7328900
3003304,753400,7068700
2424896,789600,7085600
3554941,789600,7085600
3790866,756900,7069800
1252792,765900,7073100
2542252,612200,7102400
344974,759700,7070700
2215724,755000,7069100
2864111,755000,7069100
204451,767200,7073600
1640961,767200,7073600
848843,753000,7068400
3672981,753000,7068400
3194724,783900,7329100
3321808,783900,7329100
2364908,695100,7063100
1847419,637200,7328100
2530343,783000,7329800
2608362,783000,7329800
2801995,782900,7329900
2951667,759700,7070400
3277340,766000,7072700
3406564,637100,7328300
8813,827300,7290400
43156,827300,7290400
365585,827300,7290400
681358,827300,7290400
1466411,827300,7290400
2503324,827300,7290400
2736863,827300,7290400
3658981,827300,7290400
3697263,827300,7290400
3209727,757000,7069300
1039930,757600,7069500
1903557,757600,7069500
2824540,743100,7345600
201542,722700,7348700
2414489,782800,7330200
2973033,782800,7330200
1322123,827600,7290100
1677519,827600,7290100
2603961,827600,7290100
2736512,827600,7290100
2804487,827600,7290100
2878186,827600,7290100
2992393,827600,7290100
3012068,827600,7290100
3028110,827600,7290100
3247726,827600,7290100
3700069,827600,7290100
23982,827700,7290000
2691142,827700,7290000
2935790,827700,7290000
3052944,827700,7290000
3575821,827700,7290000
2127065,774400,7334700
2859043,774400,7334700
3282533,612000,7101800
354917,676300,7066100
1926070,676300,7066100
3761759,761100,7070500
2124783,766100,7072400
672494,782900,7330400
2039869,782900,7330400
2685312,681000,7064900
32472,783400,7330200
724312,783400,7330200
1716888,758200,7069300
2215844,758200,7069300
822358,680300,7064900
1828890,782900,7330600
88314,758500,7069200
2928784,758500,7069200
1628545,702400,7061600
2320357,612000,7101000
2599098,612000,7101000
2702242,612000,7101000
153018,782600,7331200
1897040,766300,7071800
219816,612000,7100700
3705945,612000,7100700
2384769,770900,7337300
3560212,770900,7337300
429274,612100,7100500
1444676,612100,7100500
1667698,594900,7291000
3839279,594900,7291000
127862,770800,7337400
2197174,611100,7101400
2359468,636400,7329100
1024240,770900,7337400
3309407,770900,7337400
3066414,782300,7331700
1186856,775300,7335400
882909,742200,7347000
728430,761800,7069700
967336,761800,7069700
3605268,761800,7069700
188750,777900,7334200
2669424,777900,7334200
964738,747500,7065200
403285,681000,7063900
2639688,681000,7063900
201391,743400,7064200
1150480,743400,7064200
1260776,743400,7064200
1714738,743400,7064200
3592650,743400,7064200
1352629,702100,7060900
155096,770400,7337900
863042,611900,7100200
1092107,611900,7100200
1845670,611900,7100200
980018,743500,7064100
1976234,743500,7064100
1566361,781800,7332300
3178780,781800,7332300
878716,686700,7062600
3520569,610500,7101400
1834816,781800,7332400
2685189,781800,7332400
818324,777100,7334900
1102295,762100,7069500
2342676,762100,7069500
134973,831500,7287100
3785021,741600,7347500
3687476,729000,7349600
2453472,568200,7228700
2889952,568200,7228700
596538,744000,7064000
1802900,770400,7338200
1516119,781700,7332600
2788461,611000,7100700
2737212,780800,7333100
3336873,780800,7333100
335332,611700,7100000
1312888,611700,7100000
866061,566500,7213800
3152958,566500,7213800
2241648,745400,7346900
2404159,678000,7064000
3144151,610600,7100700
2246678,611400,7099900
1532491,768500,7339400
357215,679200,7063600
2636133,679200,7063600
1649939,769700,7338900
2087420,831900,7287400
2717423,831900,7287400
1103025,679200,7063500
487136,769700,7339000
745255,780600,7333700
2266307,611400,7099700
1289716,831900,7287500
498064,610800,7100200
2349952,610800,7100200
2561759,610800,7100200
2926292,610800,7100200
796473,678000,7063700
3461150,678000,7063700
29824,769500,7339200
2485278,769500,7339200
934440,678700,7063500
1323991,678700,7063500
420694,610500,7100400
56912,678900,7063400
1856464,678900,7063400
1700070,780400,7334000
2457011,780400,7334000
493486,678400,7063500
1476216,769100,7339500
1209793,678500,7063400
1555744,678500,7063400
2095170,679300,7063200
1020646,610400,7100300
2742506,610400,7100300
994893,610500,7100200
1456475,610500,7100200
241473,768400,7339900
316430,768400,7339900
3122193,768700,7339800
732051,745900,7063600
496529,675800,7063900
626895,675800,7063900
172304,747600,7064000
1637382,635500,7330200
2751575,635500,7330200
389889,631400,7327700
1765521,631400,7327700
3048190,631400,7327700
3461445,631400,7327700
3761117,631400,7327700
3835043,631400,7327700
1346559,631500,7327800
3682168,631500,7327800
363322,631400,7327800
374029,631400,7327800
456038,631400,7327800
777237,631400,7327800
1022102,631400,7327800
1804853,631400,7327800
3304490,631400,7327800
2218399,678400,7063100
351302,747900,7063900
3371357,747900,7063900
2886476,692600,7060500
803561,676100,7063600
2669510,676100,7063600
183703,631300,7327800
1541250,631300,7327800
1651216,631300,7327800
1893353,631300,7327800
1407792,693800,7060300
1109752,706800,7059300
700689,631400,7327900
1543059,631400,7327900
3465624,631400,7327900
3817841,631400,7327900
1063617,580800,7139800
2908671,580800,7139800
1689024,691400,7060600
3651994,691400,7060600
3503640,593000,7119700
72781,680000,7062600
1004417,567700,7178400
2055172,610200,7099900
3786464,610200,7099900
388564,631300,7327900
547208,631300,7327900
934547,631300,7327900
1279527,631300,7327900
1438824,631300,7327900
1686031,631300,7327900
1915392,631300,7327900
2108193,631300,7327900
2684651,631300,7327900
3277385,631300,7327900
3517203,631300,7327900
1696808,631600,7328100
61819,631400,7328000
2016519,631400,7328000
393268,631500,7328100
442265,631500,7328100
485741,631500,7328100
694456,631500,7328100
2285983,631500,7328100
2362548,631500,7328100
2887976,631500,7328100
3119435,631500,7328100
2525003,830700,7290500
3415776,830700,7290500
612164,610200,7099800
980247,610200,7099800
1438142,592500,7120200
3837603,592500,7120200
328855,631300,7328000
941474,631300,7328000
1034450,631300,7328000
1450641,631300,7328000
1708903,631300,7328000
1746643,631300,7328000
1867710,631300,7328000
2782917,631300,7328000
2956281,631300,7328000
3123606,631300,7328000
3716847,631300,7328000
3665727,675400,7063600
1059147,631600,7328200
1838920,592700,7119900
555565,714400,7059100
110460,830600,7290700
493086,830600,7290700
672859,830600,7290700
721827,830600,7290700
826712,830600,7290700
886687,830600,7290700
907240,830600,7290700
1191444,830600,7290700
1344797,830600,7290700
2032143,830600,7290700
2453891,830600,7290700
2806745,830600,7290700
2867532,830600,7290700
3424100,830600,7290700
3749573,830600,7290700
289491,630200,7327300
352571,830700,7290600
1624020,830700,7290600
1809127,830700,7290600
2331233,830700,7290600
2333379,830700,7290600
980335,610100,7099800
3498332,610100,7099800
28185,631500,7328200
2871107,631500,7328200
3410322,631500,7328200
847059,830800,7290500
3821025,830800,7290500
668466,634300,7330000
1532803,634300,7330000
1514342,630100,7327300
1832823,630100,7327300
229435,631300,7328100
2294493,631300,7328100
1415232,678700,7062700
83821,630200,7327400
230403,630200,7327400
1241950,630200,7327400
1940938,630200,7327400
86927,631400,7328200
114179,631400,7328200
467326,631400,7328200
856418,631400,7328200
1729619,631400,7328200
2006361,631400,7328200
2135311,631400,7328200
2158544,631400,7328200
2207092,631400,7328200
1799933,779500,7335300
1935274,779500,7335300
3784765,779500,7335300
2760123,714800,7059000
1645558,746900,7063300
32609,832200,7288600
884172,674900,7063600
1218698,831100,7290200
1493412,831100,7290200
1774437,831100,7290200
3840255,831100,7290200
24653,631500,7328300
252785,631500,7328300
422227,631500,7328300
486038,631500,7328300
3360249,631500,7328300
1784836,569500,7169200
633345,674800,7063600
1258630,674800,7063600
304163,831200,7290100
1520140,831200,7290100
1699125,831200,7290100
2152786,831200,7290100
2930884,831200,7290100
3376520,831200,7290100
978247,630100,7327400
1577504,630100,7327400
1746514,630100,7327400
2802591,630100,7327400
3066746,630100,7327400
3186793,630100,7327400
3774584,630100,7327400
109053,631300,7328200
2115342,631300,7328200
1223167,593300,7118800
2893895,593300,7118800
875108,569500,7169100
1158018,692000,7060200
1265194,692000,7060200
742259,631400,7328300
2168223,631400,7328300
2608675,631400,7328300
3819559,631400,7328300
3837281,631400,7328300
3311169,610100,7099600
160811,779500,7335400
3651292,779500,7335400
1140548,831400,7289900
2577291,831400,7289900
2950904,714600,7058900
1398353,565100,7197200
3590442,565100,7197200
616850,630000,7327400
84082,631200,7328200
2975542,631200,7328200
1589588,748100,7063500
3406060,748100,7063500
2513466,631300,7328300
2676157,631300,7328300
2937123,631300,7328300
3760267,631300,7328300
725796,566600,7182700
2850424,566600,7182700
188459,747500,7063300
2457987,747500,7063300
150704,631100,7328200
382773,631100,7328200
947965,631100,7328200
1201506,631100,7328200
1433850,631100,7328200
1670098,631100,7328200
2156598,631100,7328200
2166785,631100,7328200
2197393,631100,7328200
2357258,631100,7328200
2382473,631100,7328200
3571523,631100,7328200
3687898,631100,7328200
762729,632800,7329300
291440,631400,7328400
646110,631400,7328400
1977329,631400,7328400
2582958,631400,7328400
2586217,631400,7328400
1135918,674600,7063500
1383659,674600,7063500
1853743,674600,7063500
2043984,674600,7063500
2190127,674600,7063500
2683238,674600,7063500
225192,630000,7327500
273057,630000,7327500
320665,630000,7327500
506881,630000,7327500
735358,630000,7327500
909895,630000,7327500
1202562,630000,7327500
1250722,630000,7327500
1425712,630000,7327500
1923843,630000,7327500
2058745,630000,7327500
2140551,630000,7327500
2145096,630000,7327500
2341814,630000,7327500
2387267,630000,7327500
2689433,630000,7327500
2824214,630000,7327500
3254387,630000,7327500
3758386,630000,7327500
2081463,631200,7328300
2121693,631200,7328300
918771,684300,7061300
1917011,684300,7061300
1204686,630100,7327600
1223630,630100,7327600
1438875,630100,7327600
1610824,630100,7327600
1837893,630100,7327600
2146479,630100,7327600
2332877,630100,7327600
2416072,630100,7327600
3163212,630100,7327600
3432493,630100,7327600
3708902,630100,7327600
184390,631300,7328400
342345,631300,7328400
675378,631300,7328400
759428,631300,7328400
871987,631300,7328400
882208,631300,7328400
921194,631300,7328400
1255881,631300,7328400
1986300,631300,7328400
2303931,631300,7328400
2814023,631300,7328400
3072198,631300,7328400
1284859,682200,7061700
365491,631100,7328300
941072,631100,7328300
1414574,631100,7328300
1568156,631100,7328300
1931225,631100,7328300
2000005,631100,7328300
2203004,631100,7328300
2837653,631100,7328300
3461279,631100,7328300
3630636,631100,7328300
2108741,631400,7328500
2135171,631400,7328500
2789179,631400,7328500
